tracking_number,shipment_date,estimated_delivery,actual_delivery,origin_city,destination_city,weight_kg,pieces,status,customer_email,driver_employee_id,route_code,carrier_tracking_number,delivery_notes
FF-139452,2025-02-03,2025-02-08,,Anaheim,Corona,87.23,12,OUT_FOR_DELIVERY,beth01@example.org,EMP-031,RT-006,CTN187375367,
FF-139453,2021-06-16,2021-06-20,,Los Angeles,Anaheim,35.24,33,PENDING,omeadows@example.com,EMP-037,RT-026,,Record guess control leg realize.
FF-139454,2023-05-19,05/21/2023,,Los Angeles,Long Beach,53.66,18,DELAYED,harrisongabriel@example.com,EMP-029,RT-023,CTN966510216,Security kid grow animal onto figure.
FF-139455,2022-12-29,01/03/2023,,San Bernardino,Long Beach,39.81,47,OUT_FOR_DELIVERY,danielrodriguez@example.net,EMP-002,RT-008,,
FF-139456,12/09/2022,12/11/2022,2022-12-15,Fontana,Corona,39.61,38,DELIVERED,heatherbrown@example.net,EMP-045,RT-013,,Model study others town activity chance week memory.
FF-139457,07/02/2022,2022-07-03,2022-07-05,Ontario,Corona,47.1,5,DELIVERED,ybradley@example.com,EMP-001,RT-010,,
FF-139458,01/17/2023,01/19/2023,,Anaheim,San Bernardino,218.42,9,PENDING,orrjennifer@example.com,EMP-047,RT-022,CTN817956845,
FF-139459,2023-03-01,2023-03-03,03/06/2023,Ontario,Fontana,42.24,10,DELIVERED,amanda07@example.com,EMP-047,RT-005,,Simple away should everybody position.
FF-139460,06/19/2021,06/22/2021,,San Bernardino,Irvine,55.02,10,DELAYED,marshalljason@example.net,EMP-038,RT-005,CTN346298154,
FF-139461,2025-09-20,2025-09-23,,Anaheim,Ontario,68.52,4,PICKED_UP,denise57@example.net,EMP-014,RT-017,,Always book measure physical live decision common participant.
FF-139462,02/23/2024,02/26/2024,,Los Angeles,Pomona,15.17,32,IN_TRANSIT,leemarcus@example.org,EMP-007,RT-007,,
FF-139463,10/01/2025,2025-10-04,,Anaheim,Los Angeles,16.76,42,IN_TRANSIT,courtneybanks@example.net   ,EMP-040,RT-024,,
FF-139464,2024-06-25,2024-06-26,06/30/2024,San Bernardino,Long Beach,13.05,29,DELIVERED,wilsonjohn@example.org,EMP-037,RT-011,,Whatever lose all especially experience.
FF-139465,10/27/2025,2025-10-30,,Irvine,Corona,96.82,27,IN_TRANSIT,elizabethgibson@example.net,EMP-005,RT-029,CTN143082667,
FF-139466,11/18/2024,2024-11-22,,Los Angeles,Corona,17.98,4,DELAYED,heathdalton@example.net,EMP-013,RT-020,,
FF-139467,01/24/2022,01/25/2022,,Los Angeles,Long Beach,38.06,34,PICKED_UP,davischristopher@example.net,EMP-013,RT-026,,Yard security inside spend break allow inside use ahead.
FF-139468,2023-12-26,12/29/2023,,Pomona,San Bernardino,26.51,37,IN_TRANSIT,callen@example.com,EMP-003,RT-020,,Wife head manager vote little might these experience fear behind again think woman.
FF-139469,2021-06-23,2021-06-24,2021-06-28,Ontario,Riverside,124.35,37,DELIVERED,jonathan24@example.net,EMP-011,RT-017,CTN888352960,
FF-139470,2024-04-07,04/10/2024,,Anaheim,Fontana,500.0,17,PENDING,ulane@example.net,EMP-031,RT-007,CTN925798432,Nearly news prepare fill president whose available look list price.
FF-139471,2025-07-27,08/01/2025,,Riverside,Fontana,5.68,33,OUT_FOR_DELIVERY,john83@example.com,EMP-015,RT-027,,
FF-139472,2026-04-29,05/02/2026,,Corona,Riverside,7.54,45,OUT_FOR_DELIVERY,nsmith@example.net,EMP-050,RT-030,,
FF-139473,2021-07-21,07/26/2021,2021-07-25,Long Beach,Irvine,1.98,14,DELIVERED,bestcassie@example.com,EMP-005,RT-007,,Agent guy trip add offer however region bed it education and because.
FF-139474,2022-03-05,2022-03-07,2022-03-10,Pomona,Fontana,6.92,49,DELIVERED,brennankrystal@example.com,EMP-007,RT-022,,Couple law why of blue create next physical feel.
FF-139475,2024-05-02,2024-05-07,,Anaheim,Fontana,103.01,39,DELAYED,taylormelinda@example.com,EMP-012,RT-005,,
FF-139476,2021-09-02,2021-09-06,,Riverside,Pomona,179.72,12,IN_TRANSIT,luke46@example.org,EMP-009,RT-010,,Still whose protect character student surface skill food view.
FF-139477,2023-04-15,2023-04-16,,Irvine,Long Beach,35.25,1,PENDING,douglas12@example.org,EMP-047,RT-027,CTN254888187,Shake try recently where full enter up.
FF-139478,2022-11-13,2022-11-14,,Anaheim,Irvine,14.83,14,IN_TRANSIT,antonio38@example.com,EMP-004,RT-001,,
FF-139479,2024-02-25,2024-02-27,2024-02-29,Long Beach,Corona,8.9,45,DELIVERED,william60@example.net,EMP-030,RT-020,,
FF-139480,2023-11-20,2023-11-25,,Riverside,Corona,12.15,22,IN_TRANSIT,ckerr@example.com,EMP-009,RT-024,,
FF-139481,10/11/2023,2023-10-13,,Pomona,Riverside,98.24,11,OUT_FOR_DELIVERY,anthonyherrera@example.com,EMP-009,RT-024,CTN467496210,Already fast record performance wife fact because.
FF-139482,09/17/2024,2024-09-18,,Los Angeles,Corona,63.22,33,IN_TRANSIT,christopher83@example.net,EMP-031,RT-021,,
FF-139483,11/15/2025,11/19/2025,,Los Angeles,Anaheim,15.3,5,OUT_FOR_DELIVERY,vowens@example.net,EMP-033,RT-001,,Leader research draw stage half blood mouth local start response moment happen.
FF-139484,01/18/2022,01/19/2022,2022-01-18,San Bernardino,Pomona,21.4,5,DELIVERED,silvakari@example.com,EMP-028,RT-005,,Rest pay back almost visit cause water for.
FF-139485,04/25/2025,04/29/2025,,Ontario,Riverside,73.15,23,IN_TRANSIT,longedwin@example.net,EMP-004,RT-011,,Energy thing staff director shake.
FF-139486,2025-08-09,2025-08-10,,Ontario,Irvine,33.12,37,OUT_FOR_DELIVERY,stanleyjames@example.net,EMP-048,RT-015,,True friend audience race series democratic.
FF-139487,2024-12-18,2024-12-23,,Fontana,Long Beach,16.32,24,PENDING,sophiahampton@example.com,EMP-038,RT-030,CTN966299601,Hand cost wind newspaper.
FF-139488,2021-10-17,10/19/2021,,Fontana,San Bernardino,57.74,7,PENDING,calvinroberts@example.com,EMP-022,RT-023,CTN887442279,Son produce.
FF-139489,2025-12-01,2025-12-03,,San Bernardino,Fontana,34.41,40,DELAYED,lbenson@example.com,EMP-036,RT-003,,
FF-139490,2024-11-08,2024-11-11,11/14/2024,Ontario,Long Beach,44.39,32,DELIVERED,eadams@example.org,EMP-050,RT-008,,Share station dinner him old woman voice Republican will life now own full.
FF-139491,2025-05-30,06/02/2025,2025-06-07,San Bernardino,Riverside,39.6,46,DELIVERED,lsuarez@example.net,EMP-048,RT-021,,
FF-139492,2023-05-11,2023-05-12,,Ontario,Riverside,155.35,45,IN_TRANSIT,smithjoseph@example.com,EMP-038,RT-002,,
FF-139493,2026-03-22,2026-03-25,,San Bernardino,Riverside,127.94,40,PENDING,george62@example.org,EMP-022,RT-001,,Ok thought same worry break assume Mr hand his.
FF-139494,06/28/2024,2024-06-29,,Pomona,Ontario,39.42,44,DELAYED,hendrixheather@example.org,EMP-011,RT-030,,
FF-139495,2021-07-18,2021-07-21,,Long Beach,Irvine,27.17,43,IN_TRANSIT,douglasbrian@example.com,EMP-034,RT-027,,
FF-139496,01/14/2025,2025-01-17,,Ontario,Anaheim,13.79,3,PICKED_UP,angela23@example.net,EMP-040,RT-004,,War far drug it hundred service four entire partner others attack.
FF-139497,06/10/2021,2021-06-12,,Los Angeles,Anaheim,47.82,3,IN_TRANSIT,christian19@example.net,EMP-043,RT-026,CTN809008115,Them walk range work early American ball skill he.
FF-139498,2024-05-30,2024-06-03,2024-06-07,Fontana,Irvine,82.62,32,DELIVERED,brandy72@example.org,EMP-003,RT-030,,Side red begin back focus right system most the push.
FF-139499,06/12/2022,2022-06-14,,Anaheim,Irvine,61.58,9,IN_TRANSIT,campbelleric@example.net,EMP-018,RT-028,,Approach science thus five Democrat.
FF-139500,2022-11-15,2022-11-17,,Fontana,Los Angeles,15.39,35,DELIVERED,jeanneward@example.com,EMP-045,RT-001,CTN779164287,
FF-139501,2021-08-10,2021-08-14,2021-08-16,Irvine,Fontana,34.69,37,DELIVERED,daltonpaige@example.org,EMP-024,RT-004,,
FF-139502,11/02/2021,2021-11-03,2021-11-04,San Bernardino,Corona,27.98,6,DELIVERED,usmith@example.org,EMP-020,RT-012,CTN188751300,
FF-139503,2022-02-05,2022-02-10,,Anaheim,Pomona,6.13,5,OUT_FOR_DELIVERY,,EMP-002,RT-020,,
FF-139504,2021-09-11,2021-09-13,,Ontario,Pomona,12.49,31,OUT_FOR_DELIVERY,allenjeff@example.net,EMP-009,RT-015,,Bag look hold threat most bill model than.
FF-139505,2024-10-11,10/14/2024,2024-10-14,Fontana,Riverside,39.87,35,DELIVERED,tmays@example.com,EMP-010,RT-026,,Foot per kid take notice right onto meeting early enough hard interest.
FF-139506,2022-02-07,2022-02-11,,Fontana,Pomona,68.56,27,IN_TRANSIT,wilsonronald@example.org,EMP-009,RT-030,CTN296087374,
FF-139507,2023-04-21,04/23/2023,,Anaheim,Fontana,45.17,44,PENDING,andreadaniel@example.com,EMP-043,RT-022,,Difficult huge direction.
FF-139508,2024-08-09,2024-08-14,,Los Angeles,Pomona,13.32,44,PENDING,kaylawashington@example.org,EMP-004,RT-010,,Because economy heart doctor today.
FF-139509,2021-07-31,2021-08-01,,Anaheim,San Bernardino,33.49,49,IN_TRANSIT,iroach@example.org,EMP-040,RT-022,,Discuss your style into writer my.
FF-139510,2021-06-14,06/16/2021,2021-06-16,Ontario,Corona,103.7,31,DELIVERED,shenderson@example.org,EMP-023,RT-001,,Smile discuss push democratic.
FF-139511,2022-09-10,2022-09-15,2022-09-13,Corona,San Bernardino,8.66,33,DELIVERED,joshuasmith@example.net,EMP-013,RT-016,CTN123638967,Point throughout low may key similar discover Mrs.
FF-139512,2024-01-09,2024-01-11,,Fontana,Los Angeles,16.81,2,PENDING,ggraham@example.org,EMP-006,RT-008,CTN484410610,
FF-139513,2024-03-23,2024-03-27,,Anaheim,Irvine,254.59,36,OUT_FOR_DELIVERY,cflowers@example.net,EMP-031,RT-014,,
FF-139514,2022-09-15,2022-09-17,2022-09-20,Irvine,Long Beach,32.09,43,DELIVERED,sara59@example.org,EMP-011,RT-024,,
FF-139515,07/25/2021,2021-07-30,,Los Angeles,Irvine,45.97,3,IN_TRANSIT,shortkathleen@example.com,EMP-007,RT-022,,
FF-139516,2023-04-23,04/28/2023,,Riverside,Corona,95.23,6,IN_TRANSIT,kfranklin@example.net,EMP-013,RT-018,CTN186284891,Science time security executive author language job someone scientist service threat movement food black.
FF-139517,2024-02-29,2024-03-01,,Los Angeles,San Bernardino,11.1,26,IN_TRANSIT,xgriffin@example.com,EMP-012,RT-010,,
FF-139518,05/28/2022,2022-05-31,,Corona,Long Beach,19.58,36,IN_TRANSIT,mrichardson@example.com,EMP-043,RT-003,,Several surface total very listen matter third heavy than participant attack better attention sure throughout.
FF-139519,2026-02-22,02/24/2026,,Anaheim,Long Beach,12.66,43,PENDING,rhondakent@example.com,EMP-050,RT-004,,
FF-139520,2022-06-30,2022-07-04,2022-07-05,Long Beach,Riverside,36.99,23,DELIVERED,dunnjason@example.com,EMP-045,RT-027,CTN834657639,
FF-139521,2021-10-26,2021-10-31,,San Bernardino,Fontana,29.33,19,IN_TRANSIT,larrygibbs@example.org,EMP-045,RT-020,CTN645076310,Expect break.
FF-139522,10/04/2024,10/05/2024,10/06/2024,Fontana,Los Angeles,10.88,6,DELIVERED,larsendavid@example.com,EMP-008,RT-016,,
FF-139523,2024-10-01,2024-10-05,2024-10-05,Irvine,San Bernardino,25.24,16,DELIVERED,lisacarlson@example.net,EMP-005,RT-003,,
FF-139524,05/12/2023,2023-05-14,,Riverside,Los Angeles,8.94,12,PENDING,foxandrew@example.com,EMP-031,RT-001,,Pm phone economy.
FF-139525,2026-05-22,05/24/2026,,Anaheim,Fontana,13.07,22,IN_TRANSIT,dorothyjohnston@example.net,EMP-032,RT-015,CTN943965011,
FF-139526,2022-07-20,2022-07-23,,San Bernardino,Long Beach,62.44,22,PENDING,aaron19@example.com,EMP-036,RT-027,,Night receive son I community which Republican drop state between fine.
FF-139527,2022-02-28,2022-03-04,2022-03-04,Irvine,Los Angeles,71.13,8,DELIVERED,lauramichael@example.net,EMP-017,RT-006,CTN358255465,Later still play radio son themselves include pattern interesting.
FF-139528,2025-02-17,2025-02-21,,Los Angeles,Riverside,36.39,34,PENDING,denise13@example.com,EMP-023,RT-030,CTN237999695,
FF-139529,12/18/2021,2021-12-19,12/22/2021,Ontario,Los Angeles,13.86,44,DELIVERED,joshua48@example.com,EMP-041,RT-006,,Else accept.
FF-139530,2023-12-12,2023-12-15,,Corona,Anaheim,24.27,24,OUT_FOR_DELIVERY,blevinspatrick@example.org,EMP-040,RT-017,CTN630885511,Source west speak.
FF-139531,11/04/2024,2024-11-08,2024-11-10,Irvine,San Bernardino,8.15,8,DELIVERED,qzhang@example.net,EMP-031,RT-009,,
FF-139532,04/10/2025,2025-04-13,,Long Beach,Riverside,22.21,39,PENDING,gibsonjerry@example.com,EMP-031,RT-023,,
FF-139533,06/03/2024,2024-06-08,,Los Angeles,San Bernardino,7.64,27,IN_TRANSIT,mrogers@example.com,EMP-040,RT-010,CTN184699841,Natural individual full similar wrong performance along company simple east vote help measure loss.
FF-139534,2025-06-14,2025-06-15,,Pomona,Anaheim,39.74,34,DELAYED,atkinsonheather@example.org,EMP-029,RT-024,,
FF-139535,07/30/2022,2022-08-02,,Irvine,Riverside,24.41,19,IN_TRANSIT,daniel85@example.com,EMP-027,RT-018,,Music push today board old somebody they what all reveal raise such.
FF-139536,2022-02-06,02/10/2022,,Irvine,Fontana,74.37,35,IN_TRANSIT,zachary80@example.com,EMP-018,RT-011,,
FF-139537,04/13/2025,2025-04-14,2025-04-14,Fontana,San Bernardino,22.13,37,DELIVERED,maria36@example.net,EMP-036,RT-016,,Win style social main body.
FF-139538,10/07/2025,2025-10-11,,Pomona,Corona,22.08,48,IN_TRANSIT,scott03@example.net,EMP-025,RT-012,CTN308996294,Call hair fine level use letter state.
FF-139539,08/15/2023,2023-08-19,2023-08-19,Los Angeles,Ontario,16.13,5,DELIVERED,erica80@example.com,EMP-050,RT-028,,
FF-139540,2022-12-29,2022-12-30,,Ontario,Pomona,30.31,3,OUT_FOR_DELIVERY,sonyalane@example.net,EMP-001,RT-016,,Easy increase outside know nature writer Congress home.
FF-139541,05/14/2023,05/18/2023,,Long Beach,Ontario,29.72,34,IN_TRANSIT,harrisjamieexample.net,EMP-016,RT-007,CTN247838086,While doctor four yes else.
FF-139542,2023-10-12,2023-10-13,,Irvine,Ontario,29.39,8,OUT_FOR_DELIVERY,james77@example.org,EMP-018,RT-009,,
FF-139543,2025-01-21,2025-01-25,,Corona,Ontario,9.63,30,IN_TRANSIT,nancy23@example.org,EMP-022,RT-015,,
FF-139544,10/19/2023,2023-10-24,,San Bernardino,Anaheim,32.36,29,DELAYED,alan01@example.com,EMP-031,RT-021,,Parent east receive.
FF-139545,08/20/2022,2022-08-22,,Anaheim,Corona,9.3,22,DELAYED,xnguyen@example.com,EMP-017,RT-012,,Bar eat left have.
FF-139546,2026-03-13,03/18/2026,,Fontana,Pomona,11.55,3,IN_TRANSIT,thomas44@example.org,EMP-030,RT-007,,Box staff participant us must part successful either.
FF-139547,2022-10-18,2022-10-23,,Irvine,Fontana,85.74,50,DELIVERED,matthewharding@example.org,EMP-001,RT-002,,Set most past.
FF-139548,2024-08-22,2024-08-24,08/29/2024,Corona,Long Beach,32.71,46,DELIVERED,carterjoseph@example.com,EMP-015,RT-013,,Senior Republican so specific ability sometimes natural painting million group deep entire.
FF-139549,2026-03-23,2026-03-28,,Anaheim,Long Beach,23.68,12,IN_TRANSIT,webbheather@example.org,EMP-036,RT-028,,
FF-139550,2025-03-10,03/13/2025,,Ontario,Riverside,236.51,10,PICKED_UP,aclark@example.net,EMP-027,RT-018,,Thing music so brother training option wear our.
FF-139551,08/01/2022,2022-08-04,,Anaheim,Riverside,20.01,11,IN_TRANSIT,joseph48@example.com,EMP-019,RT-012,,Mother go it affect court.
FF-139552,2021-06-17,2021-06-21,,San Bernardino,Anaheim,30.41,45,PENDING,marcmoore@example.net,EMP-041,RT-022,,
FF-139553,03/20/2025,2025-03-22,,Irvine,Corona,25.72,36,OUT_FOR_DELIVERY,garybarnett@example.net,EMP-031,RT-007,,Reason course how piece any movement morning suggest board compare view mention son wall.
FF-139554,2022-11-16,2022-11-21,2022-11-20,Riverside,Long Beach,95.5,36,DELIVERED,tjohnson@example.net,EMP-020,RT-012,CTN823650067,Miss senior attention animal worker.
FF-139555,08/16/2024,08/18/2024,2024-08-22,Long Beach,San Bernardino,21.66,42,DELIVERED,zvargas@example.org,EMP-025,RT-025,,
FF-139556,11/08/2025,2025-11-13,,Ontario,Corona,105.41,10,DELAYED,smccann@example.net,EMP-035,RT-030,CTN111884843,
FF-139557,05/21/2026,2026-05-23,2026-05-28,San Bernardino,Los Angeles,28.83,46,DELIVERED,jose24@example.org,EMP-026,RT-029,CTN844047559,Board brother hospital first physical speak.
FF-139558,2023-03-16,2023-03-21,2023-03-23,Ontario,Long Beach,36.8,42,DELIVERED,dbuck@example.com,EMP-032,RT-005,,
FF-139559,2021-08-18,08/23/2021,,Pomona,Riverside,6.4,12,OUT_FOR_DELIVERY,qgarner@example.com,EMP-035,RT-001,,Finish sister service information current.
FF-139560,2023-08-28,2023-08-30,2023-09-01,Riverside,Pomona,22.09,44,DELIVERED,diane74@example.org,EMP-017,RT-002,,
FF-139561,2023-09-29,2023-09-30,,Irvine,Fontana,98.57,34,DELAYED,melissahowell@example.com,EMP-016,RT-017,CTN340130959,Yeah fire write doctor nothing build seem election effort goal thing mother hotel.
FF-139562,04/29/2022,04/30/2022,,Los Angeles,Fontana,54.3,21,PENDING,sethsanchez@example.net,EMP-019,RT-019,,
FF-139563,2025-09-03,2025-09-06,,Anaheim,Corona,66.46,31,IN_TRANSIT,ericmorse@example.org,EMP-030,RT-001,CTN955456581,House health while middle.
FF-139564,2022-07-27,07/28/2022,,Anaheim,Fontana,10.12,11,OUT_FOR_DELIVERY,jamesfoster@example.com,EMP-016,RT-017,CTN640076605,
FF-139565,2022-07-23,2022-07-26,2022-07-27,Riverside,Anaheim,171.18,47,DELIVERED,gutierrezchristine@example.net,EMP-030,RT-010,,
FF-139566,2021-08-02,08/05/2021,2021-08-06,Pomona,Fontana,25.84,39,DELIVERED,tim65@example.org,EMP-043,RT-018,,Place age actually difference send each though everybody pick interest.
FF-139567,11/15/2023,11/16/2023,,Ontario,Pomona,34.79,49,PICKED_UP,vargascorey@example.com,EMP-050,RT-010,,
FF-139568,2026-01-05,01/10/2026,2026-01-09,Ontario,Fontana,45.26,32,DELIVERED,stevenlam@example.com,EMP-012,RT-027,,
FF-139569,2023-08-17,2023-08-18,,Corona,Los Angeles,500.0,7,IN_TRANSIT,heather44@example.org,EMP-030,RT-027,,Pass number give accept scene within citizen.
FF-139570,08/26/2025,2025-08-31,,Riverside,Anaheim,14.25,12,IN_TRANSIT,sheilacline@example.org,EMP-050,RT-004,,Thought reach for perform gas audience whether style officer common blue discuss.
FF-139571,2024-11-16,2024-11-19,,Irvine,Fontana,84.78,32,IN_TRANSIT,burchdenise@example.org,EMP-044,RT-021,,Risk home assume school.
FF-139572,09/01/2024,09/02/2024,,Anaheim,San Bernardino,41.75,36,OUT_FOR_DELIVERY,figueroajennifer@example.net,EMP-009,RT-022,CTN519217427,Never theory song they ever modern agent.
FF-139573,2022-11-13,2022-11-18,,Irvine,Riverside,72.57,46,IN_TRANSIT,fitzgeraldrichard@example.com,EMP-047,RT-004,,Building market blood product term foreign.
FF-139574,2025-09-09,09/13/2025,,Fontana,Irvine,383.09,14,IN_TRANSIT,crystaldowns@example.net,EMP-005,RT-011,,Current image rich itself meeting.
FF-139575,2022-12-26,2022-12-28,,Ontario,Fontana,76.49,31,IN_TRANSIT,maldonadotiffany@example.com,EMP-004,RT-015,,
FF-139576,2021-12-07,12/10/2021,2021-12-13,Pomona,San Bernardino,16.89,19,DELIVERED,juan86@example.net,EMP-034,RT-006,,
FF-139577,04/01/2025,04/05/2025,,Riverside,Pomona,1.0,31,OUT_FOR_DELIVERY,gstanton@example.org,EMP-036,RT-011,,
FF-139578,2025-04-26,2025-04-30,,Corona,Riverside,43.06,4,PENDING,russellscott@example.org,EMP-009,RT-010,CTN385829148,
FF-139579,2022-11-20,2022-11-21,,Riverside,Long Beach,65.91,47,PICKED_UP,robert51@example.com,EMP-033,RT-019,,
FF-139580,2024-04-30,05/01/2024,2024-04-30,Anaheim,Los Angeles,69.21,18,DELIVERED,dixonmichael@example.com,EMP-037,RT-013,,
FF-139581,2025-01-08,2025-01-13,,Fontana,Ontario,5.24,48,OUT_FOR_DELIVERY,nsanchez@example.org,EMP-017,RT-006,CTN289832788,Surface factor for car full pass effect.
FF-139582,01/02/2026,2026-01-04,,Irvine,Los Angeles,18.72,1,IN_TRANSIT,randall62@example.net,EMP-009,RT-019,,Wonder piece ever set part.
FF-139583,2026-03-11,2026-03-12,,Ontario,Pomona,49.3,39,PICKED_UP,kmayer@example.org,EMP-016,RT-005,CTN152772946,Yourself identify cut drive everything keep land decision author cup power cell.
FF-139584,2023-05-17,2023-05-20,,Corona,Pomona,132.07,24,PICKED_UP,zachary05@example.net,EMP-032,RT-023,CTN954276228,Unit human scene race fact.
FF-139585,2022-07-10,2022-07-14,07/12/2022,Corona,San Bernardino,9.32,46,DELIVERED,pdavies@example.org,EMP-044,RT-014,,Area section energy significant myself doctor project far billion.
FF-139586,2025-07-19,2025-07-20,2025-07-22,Pomona,Los Angeles,62.43,36,DELIVERED,grahamthomas@example.net,EMP-027,RT-017,CTN569607768,Final level which responsibility compare sure half.
FF-139587,2023-03-07,03/12/2023,,San Bernardino,Irvine,165.1,21,IN_TRANSIT,scottkristen@example.org,EMP-049,RT-012,,Hair when quite language measure grow tax company perhaps.
FF-139588,08/11/2023,2023-08-16,08/17/2023,Anaheim,Ontario,19.33,9,DELIVERED,garcialogan@example.net,EMP-031,RT-011,,Him impact production and none major employee control.
FF-139589,2023-10-16,10/19/2023,,Ontario,Long Beach,34.7,42,PICKED_UP,balldaniel@example.org,EMP-008,RT-023,,Keep return interest manage mouth full factor act front drug source main garden.
FF-139590,2021-08-18,2021-08-22,2021-08-21,Riverside,Los Angeles,13.36,15,DELIVERED,vjones@example.net,EMP-016,RT-023,,Candidate after any only certain.
FF-139591,2023-10-05,2023-10-09,,Los Angeles,Fontana,45.03,29,PENDING,andreajohnson@example.net,EMP-028,RT-009,,
FF-139592,2025-05-26,2025-05-28,,Riverside,Los Angeles,77.73,1,OUT_FOR_DELIVERY,jeffrey25@example.net,EMP-018,RT-016,,Whom happen affect allow life.
